"Id";"Type";"Nature";"Caracteristique"
4229;"ajusté";"anequin";
4230;"intérieur";"robe";
4231;"religieux";"chapelet";
4232;"extérieur";"houpelande";
4233;"extérieur";"houpelande";
4234;"sous vêtement";"pelisson";
4235;"extérieur";"mantel";
4236;"intérieur";"robe";
4237;"extérieur";"houpelande";"grand"
4238;"doublure";;
4239;"sous vêtement";"chausses";
4240;"parure";"chaussure";
4241;"sous vêtement";"pelisson";
4242;"intérieur";"robe";
4243;"sous vêtement";"chausses";
4244;"intérieur";"robe";
4245;"intérieur";"robe";
4246;"sous vêtement";"chausses";
4247;"parure";"mitaine";
4248;"militaire";"tabart";
4249;"militaire";"tabart";
4250;"sous vêtement";"chausses";
4251;"intérieur";"robe";
4252;"vêtement";"veste";
4253;"intérieur";"robe";
4254;"intérieur";"robe";
4255;"intérieur";"robe";
4256;"extérieur";"mantel";
4257;"extérieur";"houpelande";
4258;"vêtement";"veste";
4259;"intérieur";"robe";
4260;"intérieur";"robe";
4261;"intérieur";"robe";
4262;"intérieur";"robe";
4263;"intérieur";"robe";
4264;"vêtement";"veste";
4265;"intérieur";"robe";
4266;"vêtement";"veste";
4267;"parure";"tissu";
4268;"extérieur";"mantel";"grand"
4269;"sous vêtement";"gonelle";
4270;"extérieur";"houpelande";"court"
4271;"extérieur";"houpelande";"grand et intertaillé"
4272;"extérieur";"houpelande";"long"
4273;"intérieur";"robe";
4274;"intérieur";"robe";
4275;"intérieur";"robe";
4276;"sous vêtement";"pelisson";
4277;"intérieur";"robe";
4278;"intérieur";"robe";
4279;"intérieur";"robe";
4280;"intérieur";"robe";
4281;"intérieur";"robe";
4282;"intérieur";"robe";
4283;"extérieur";"chape";
4284;"intérieur";"robe";
4285;"sous vêtement";"chausses";
4286;"sous vêtement";"gonelle";
4287;"intérieur";"robe";
4288;"tête";"chaperon";
4289;"intérieur";"robe";
4290;"parure";"rebord";
4291;"intérieur";"robe";
4292;"tête";"chaperon";
4293;"parure";"manche";
4294;"ajusté";"anequin";
4295;"tête";"chaperon";
4296;"sous vêtement";"chausses";
4297;"intérieur";"robe";
4298;"extérieur";"houpelande";
4299;"intérieur";"robe";
4300;"autre";"moreste";
4301;"extérieur";"houpelande";"long"
4302;"intérieur";"robe";
4303;"sous vêtement";"chausses";
4304;"tête";"chaperon";
4305;"sous vêtement";"chausses";
4306;"tête";"chaperon";
4307;"intérieur";"robe";
4308;"intérieur";"robe";
4309;"sous vêtement";"chausses";
4310;"tête";"chaperon";
4311;"sous vêtement";"chausses";
4312;"extérieur";"sac";
4313;"tête";"chaperon";
4314;"ajusté";"gipon";
4315;"intérieur";"robe";
4316;"sous vêtement";"chausses";
4317;"tête";"chaperon";
4318;"intérieur";"robe";
4319;"sous vêtement";"chausses";
4320;"tête";"chaperon";
4321;"cheval";"parement de joute";
4322;"ajusté";"jaquette";
4323;"ajusté";"anequin";
4324;"intérieur";"robe";
4325;"sous vêtement";"chausses";
4326;"intérieur";"robe";
4327;"sous vêtement";"gonelle";
4328;"intérieur";"robe";
4329;"intérieur";"robe";
4330;"intérieur";"robe";
4331;"intérieur";"robe";"italienne"
4332;"ajusté";"gipon";
4333;"intérieur";"robe";
4334;"sous vêtement";"chausses";
4335;"tête";"chaperon";
4336;"intérieur";"robe";
4337;"tête";"chapeau de paille";
4338;"intérieur";"robe";
4339;"intérieur";"robe";
4340;"parure";"tissu";
4341;"parure";"ceinture";
4342;"ajusté";"anequin";
4343;"ajusté";"anequin";
4344;"extérieur";"houpelande";"court"
4345;"extérieur";"sac";
4346;"extérieur";"houpelande";
4347;"ajusté";"gipe";"prin"
4348;"extérieur";"mantel";
4349;"extérieur";"sac";
4350;"ajusté";"gipon";"prin"
4351;"extérieur";"houpelande";
4352;"ajusté";"anequin";
4353;"extérieur";"sac";
4354;"intérieur";"robe";
4355;"ajusté";"gipon";
4356;"extérieur";"sac";
4357;"extérieur";"houpelande";
4358;"intérieur";"robe";
4359;"sous vêtement";"chausses";
4360;"tête";"chaperon";
4361;"extérieur";"houpelande";"grand"
4362;"intérieur";"robe";"court"
4363;"extérieur";"houpelande";
4364;"ajusté";"gipon";
4365;"extérieur";"sac";
4366;"ajusté";"gipon";
4367;"ajusté";"gipon";
4368;"ajusté";"gipon";
4369;"extérieur";"houpelande";
4370;"extérieur";"mantel";"double"
4371;"parure";"manche";
4372;"sous vêtement";"chausses";
4373;"militaire";"tabart";
4374;"intérieur";"robe";"long"
4375;"ajusté";"gipon";
4376;"extérieur";"houpelande";
4377;"sous vêtement";"chausses";
4378;"tête";"chaperon";
4379;"ajusté";"gipon";
4380;"intérieur";"robe";"italienne intertaillé"
4381;"intérieur";"robe";"italienne intertaillé"
4382;"intérieur";"robe";"italienne"
4383;"intérieur";"robe";"italienne"
4384;"extérieur";"houpelande";
4385;"ajusté";"gipon";
4386;"intérieur";"robe";
4387;"intérieur";"robe";
4388;"intérieur";"robe";
4389;"sous vêtement";"chausses";
4390;"ajusté";"anequin";
4391;"intérieur";"robe";
4392;"intérieur";"robe";
4393;"intérieur";"robe";
4394;"intérieur";"robe";
4395;"intérieur";"robe";
4396;"intérieur";"robe";
4397;"intérieur";"robe";
4398;"sous vêtement";"chausses";
4399;"sous vêtement";"chausses";
4400;"intérieur";"robe";
4401;"extérieur";"mantel";
4402;"extérieur";"houpelande";
4403;"parure";"pendent";
4404;"intérieur";"robe";
4405;"parure";"rebord";
4406;"intérieur";"robe";
4407;"extérieur";"houpelande";
4408;"extérieur";"mantel";
4409;"tête";"chaperon";
4410;"extérieur";"mantel";"grand"
4411;"tête";"chaperon";
4412;"tête";"chaperon";
4413;"extérieur";"mantel";"grand"
4414;"extérieur";"mantel";"grand"
4415;"extérieur";"mantel";
4416;"extérieur";"houpelande";
4417;"extérieur";"mantel";
4418;"sous vêtement";"pelisson";
4419;"sous vêtement";"pelisson";
4420;"extérieur";"houpelande";
4421;"extérieur";"houpelande";
4422;"extérieur";"houpelande";
4423;"tête";"chaperon";
4424;"extérieur";"houpelande";
4425;"sous vêtement";"pelisson";
4426;"extérieur";"houpelande";"à porter de nuit"
4427;"extérieur";"houpelande";
4428;"extérieur";"mantel";"grand"
4429;"tête";"chaperon";
4430;"extérieur";"houpelande";
4431;"extérieur";"mantel";
4432;"extérieur";"houpelande";
4433;"mobilier";"couverture";
4434;"mobilier";"couverture";
4435;"intérieur";"robe";
4436;"intérieur";"robe";
4437;"extérieur";"houpelande";
4438;"tête";"chaperon";
4439;"extérieur";"houpelande";
4440;"extérieur";"houpelande";
4441;"tête";"chaperon";
4442;"sous vêtement";"pelisson";
4443;"extérieur";"mantel";
4444;"intérieur";"corset";
4445;"tête";"chaperon";
4446;"extérieur";"houpelande";
4447;"extérieur";"houpelande";"à vestre de nuit"
4448;"extérieur";"houpelande";
4449;"sous vêtement";"pelisson";
4450;"extérieur";"houpelande";"grand"
4451;"extérieur";"houpelande";
4452;"extérieur";"houpelande";
4453;"extérieur";"houpelande";
4454;"extérieur";"mantel";"grand"
4455;"extérieur";"mantel";"grand"
4456;"extérieur";"mantel";
4457;"extérieur";"houpelande";
4458;"extérieur";"houpelande";
4459;"parure";"rebord";
4460;"tête";"chaperon";
4461;"extérieur";"houpelande";
4462;"extérieur";"houpelande";
4463;"intérieur";"corset";
4464;"extérieur";"houpelande";
4465;"extérieur";"mantel";"grand"
4466;"extérieur";"mantel";
4467;"extérieur";"mantel";"petit"
4468;"extérieur";"houpelande";
4469;"extérieur";"houpelande";
4470;"intérieur";"robe";
4471;"sous vêtement";"chausses";
4472;"parure";"mitaine";
4473;"intérieur";"robe";
4474;"extérieur";"houpelande";
4475;"intérieur";"robe";
4476;"intérieur";"robe";
4477;"intérieur";"robe";
4478;"sous vêtement";"chausses";
4479;"tête";"chaperon";
4480;"intérieur";"robe";
4481;"sous vêtement";"chausses";
4482;"tête";"chaperon";
4483;"extérieur";"houpelande";
4484;"ajusté";"gipon";
4485;"autre";"emballage";
4486;"autre";"emballage";
4487;"mobilier";"coussin";
4488;"mobilier";"tapis";
4489;"mobilier";"tapisserie";
4490;"intérieur";"robe";
4491;"extérieur";"houpelande";
4492;"extérieur";"mantel";
4493;"tête";"chaperon";
4494;"extérieur";"mantel";
4495;"extérieur";"houpelande";
4496;"extérieur";"houpelande";
4497;"extérieur";"houpelande";
4498;"ajusté";"anequin";
4499;"intérieur";"robe";"au faucon"
4500;"broderie";"faucon";
4501;"autre";"emballage";
4502;"intérieur";"robe";
4503;"intérieur";"robe";"à lever de nuit"
4504;"extérieur";"mantel";
4505;"extérieur";"houpelande";"double"
4506;"militaire";"tabart";
4507;"intérieur";"robe";
4508;"intérieur";"robe";
4509;"intérieur";"robe";
4510;"extérieur";"mantel";
4511;"sous vêtement";"chausses";
4512;"cheval";"garnison de selle";
4513;"vêtement";"veste";
4514;"mobilier";"litière";
4515;"autre";"emballage";
4516;"intérieur";"robe";
4517;"intérieur";"robe";
4518;"intérieur";"robe";
4519;"tête";"chaperon";
4520;"sous vêtement";"chausses";
4521;"mobilier";"banc";
4522;"intérieur";"robe";
4523;"intérieur";"robe";
4524;"mobilier";"banc";
4525;"mobilier";"couverte de chambre";
4526;"sous vêtement";"chausses";
4527;"tête";"chaperon";
4528;"intérieur";"robe";
4529;"extérieur";"mantel";"double"
4530;"intérieur";"robe";
4531;"intérieur";"robe";
4532;"mobilier";"banc";
4533;"intérieur";"corset";
4534;"intérieur";"robe";
4535;"intérieur";"robe";
4536;"intérieur";"robe";
4537;"sous vêtement";"chausses";
4538;"intérieur";"robe";
4539;"intérieur";"robe";
4540;"intérieur";"robe";
4541;"extérieur";"houpelande";
4542;"autre";"manche";
4543;"sous vêtement";"chausses";
4544;"intérieur";"robe";
4545;"ajusté";"gipon";
4546;"sous vêtement";"chemise";
4547;"sous vêtement";"couvrechef";
4548;"intérieur";"robe";
4549;"unknow";;
4550;"mobilier";"chambre";
4551;"mobilier";"couverture";
4552;"mobilier";"couverture";
4553;"parure";"manche";
4554;"sous vêtement";"chausses";
4555;"intérieur";"robe";
4556;"militaire";"tabart";
4557;"intérieur";"robe";
4558;"intérieur";"robe";
4559;"extérieur";"mantel";
4560;"intérieur";"robe";
4561;"sous vêtement";"chausses";
4562;"sous vêtement";"chausses";
4563;"intérieur";"robe";"bon"
4564;"tête";"chaperon";
4565;"intérieur";"robe";
4566;"intérieur";"robe";
4567;"sous vêtement";"chausses";
4568;"intérieur";"robe";
4569;"sous vêtement";"chausses";
4570;"tête";"chaperon";
4571;"sous vêtement";"chausses";
4572;"religieux";"habit";
4573;"extérieur";"mantel";
4574;"sous vêtement";"gonelle";
4575;"intérieur";"robe";
4576;"intérieur";"robe";
4577;"mobilier";"coussin";
4578;"militaire";"pennon";
4579;"vêtement";"veste";
4580;"ajusté";"gipon";
4581;"autre";"emballage";
4582;"intérieur";"robe";
4583;"parure";"gant";
4584;"intérieur";"robe";
4585;"extérieur";"mantel";
4586;"tête";"chaperon";
4587;"mobilier";"chambre";
4588;"intérieur";"robe";
4589;"extérieur";"mantel";
4590;"intérieur";"robe";
4591;"intérieur";"robe";
4592;"mobilier";"pendent";
4593;"intérieur";"robe";
4594;"religieux";"chape";
4595;"religieux";"chasuble";
4596;"intérieur";"robe";
4597;"intérieur";"robe";
4598;"intérieur";"robe";
4599;"sous vêtement";"chausses";
4600;"tête";"chaperon";
4601;"intérieur";"robe";
4602;"mobilier";"couverture";
4603;"intérieur";"robe";
4604;"intérieur";"robe";
4605;"unknow";;
4606;"intérieur";"robe";
4607;"vêtement";;
4608;"mobilier";"couverture";
4609;"intérieur";"robe";
4610;"intérieur";"robe";
4611;"intérieur";"robe";
4612;"sous vêtement";"chausses";
4613;"intérieur";"robe";
4614;"vêtement";;
4615;"intérieur";"robe";
4616;"intérieur";"robe";
4617;"religieux";"habit";
4618;"intérieur";"robe";
4619;"intérieur";"robe";
4620;"intérieur";"robe";
4621;"sous vêtement";"chausses";
4622;"intérieur";"robe";
4623;"intérieur";"robe";
4624;"intérieur";"robe";
4625;"intérieur";"robe";
4626;"intérieur";"robe";
4627;"intérieur";"robe";
4628;"sous vêtement";"chausses";
4629;"tête";"chaperon";
4630;"parure";"manche";
4631;"extérieur";"mantel";
4632;"extérieur";"houpelande";
4633;"sous vêtement";"chausses";
4634;"tête";"chaperon";
4635;"cheval";"garnison de selle";
4636;"intérieur";"robe";
4637;"intérieur";"robe";
4638;"sous vêtement";"chausses";
4639;"religieux";"chape";
4640;"religieux";"habit";
4641;"parure";"ceinture";
4642;"intérieur";"robe";
4643;"intérieur";"robe";
4644;"sous vêtement";"gonelle";
4645;"intérieur";"robe";
4646;"intérieur";"robe";
4647;"sous vêtement";"chausses";
4648;"tête";"chaperon";
4649;"intérieur";"robe";
4650;"intérieur";"robe";
4651;"mobilier";"couverture";
4652;"intérieur";"robe";
4653;"intérieur";"robe";
4654;"intérieur";"robe";
4655;"intérieur";"robe";
4656;"tête";"chaperon";"grand"
4657;"vêtement";;
4658;"parure";"poignet";
4659;"parure";"manche";
4660;"sous vêtement";"chausses";
4661;"intérieur";"robe";
4662;"intérieur";"robe";
4663;"intérieur";"robe";
4664;"extérieur";"mantel";
4665;"extérieur";"houpelande";
4666;"intérieur";"robe";"italienne"
4667;"extérieur";"houpelande";
4668;"parure";"manche";
4669;"ouvrage";;
4670;"ouvrage";;
4671;"parure";"bourse pour tenir un livre";"grand"
4672;"parure";"bourse";"petit"
4673;"mobilier";"tapis";
4674;"intérieur";"robe";
4675;"intérieur";"robe";
4676;"extérieur";"mantel";
4677;"sous vêtement";"gonelle";
4678;"intérieur";"robe";
4679;"sous vêtement";"gonelle";
4680;"intérieur";"robe";
4681;"sous vêtement";"chausses";
4682;"tête";"chaperon";
4683;"intérieur";"robe";
4684;"sous vêtement";"chausses";
4685;"intérieur";"robe";
4686;"extérieur";"mantel";"double"
4687;"sous vêtement";"chausses";
4688;"parure";"manche";
4689;"sous vêtement";"chausses";
4690;"intérieur";"robe";
4691;"intérieur";"robe";
4692;"sous vêtement";"chausses";
4693;"tête";"chaperon";
4694;"intérieur";"robe";
4695;"sous vêtement";"chausses";
4696;"tête";"chaperon";
4697;"sous vêtement";"gonelle";
4698;"sous vêtement";"chausses";
4699;"tête";"chaperon";
4700;"intérieur";"robe";
4701;"extérieur";"houpelande";
4702;"intérieur";"robe";
4703;"sous vêtement";"chausses";
4704;"tête";"chaperon";
4705;"intérieur";"robe";
4706;"sous vêtement";"chausses";
4707;"tête";"chaperon";
4708;"extérieur";"mantel";"grand"
4709;"intérieur";"robe";
4710;"extérieur";"houpelande";
4711;"extérieur";"houpelande";
4712;"extérieur";"houpelande";"grand"
4713;"extérieur";"houpelande";
4714;"intérieur";"robe";
4715;"extérieur";"houpelande";
4716;"intérieur";"robe";
4717;"intérieur";"robe";
4718;"parure";"manche";
4719;"sous vêtement";"chausses";
4720;"extérieur";"mantel";
4721;"sous vêtement";"chausses";
4722;"tête";"chaperon";
4723;"sous vêtement";"chausses";
4724;"sous vêtement";"chausses";
4725;"sous vêtement";"gonelle";
4726;"intérieur";"robe";
4727;"extérieur";"mantel";
4728;"extérieur";"houpelande";
4729;"intérieur";"robe";
4730;"sous vêtement";"chausses";
4731;"sous vêtement";"chausses";
4732;"ajusté";"gipon";
4733;"intérieur";"robe";"de nuit"
4734;"ajusté";"gipon";
4735;"intérieur";"robe";
4736;"vêtement";;
4737;"sous vêtement";"pelisson";
4738;;;
4739;"intérieur";"robe";
4740;"intérieur";"robe";
4741;"ajusté";"gipon";
4742;"extérieur";"houpelande";
4743;"intérieur";"robe";
4744;"intérieur";"robe";
4745;"sous vêtement";"chausses";
4746;"tête";"chaperon";
4747;"extérieur";"houpelande";
4748;"tête";"chaperon";
4749;"parure";"manche";
4750;"extérieur";"houpelande";
4751;"sous vêtement";"chausses";
4752;"parure";"manche";
4753;"sous vêtement";"gonelle";
4754;"intérieur";"robe";
4755;"parure";"ceinture";
4756;"parure";"collier";
4757;"extérieur";"houpelande";
4758;"intérieur";"robe";
4759;"intérieur";"robe";
4760;"intérieur";"robe";"long"
4761;"intérieur";"robe";"court"
4762;"intérieur";"robe";
4763;"extérieur";"mantel";
4764;"intérieur";"robe";"de nuit"
4765;"sous vêtement";"chausses";
4766;"intérieur";"robe";
4767;"extérieur";"houpelande";
4768;"intérieur";"robe";
4769;"intérieur";"robe";
4770;"intérieur";"robe";
4771;"extérieur";"mantel";"double"
4772;"sous vêtement";"chausses";
4773;"sous vêtement";"chausses";
4774;"extérieur";"mantel";"grand"
4775;"intérieur";"robe";
4776;"intérieur";"robe";
4777;"intérieur";"robe";
4778;"extérieur";"houpelande";"grand"
4779;"intérieur";"robe";
4780;"intérieur";"robe";
4781;"intérieur";"robe";
4782;"sous vêtement";"chausses";
4783;"intérieur";"robe";"d'hivers"
4784;"extérieur";"houpelande";
4785;"sous vêtement";"gonelle";
4786;"extérieur";"houpelande";
4787;"intérieur";"robe";
4788;"intérieur";"robe";
4789;"intérieur";"robe";
4790;"sous vêtement";"chausses";
4791;"extérieur";"houpelande";
4792;"extérieur";"houpelande";
4793;"extérieur";"houpelande";
4794;"sous vêtement";"chausses";
4795;"tête";"chaperon";
4796;"cheval";"garnison de selle";
4797;"intérieur";"robe";
4798;"extérieur";"houpelande";
4799;"vêtement";;
4800;"vêtement";"veste";
4801;"vêtement";"veste";
4802;"vêtement";"veste";
4803;"sous vêtement";"chausses";
4804;"intérieur";"robe";
4805;"sous vêtement";"chausses";
4806;"tête";"chaperon";
4807;"intérieur";"robe";
4808;"intérieur";"robe";
4809;"sous vêtement";"chausses";
4810;"tête";"chaperon";
4811;"intérieur";"robe";
4812;"intérieur";"robe";
4813;"sous vêtement";"chausses";
4814;"autre";"emballage";
4815;"autre";"emballage";
4816;"ouvrage";;
4817;"intérieur";"robe";
4818;"sous vêtement";"chausses";
4819;"parure";"manche";
4820;"intérieur";"robe";
4821;"sous vêtement";"chausses";
4822;"tête";"chaperon";
4823;"intérieur";"robe";
4824;"broderie";;
4825;"militaire";"pendent";"armes 8"
4826;"religieux";"habit";
4827;"extérieur";"mantel";
4828;"sous vêtement";"gonelle";
4829;"intérieur";"robe";
4830;"sous vêtement";"chemise";
4831;"intérieur";"robe";
4832;"extérieur";"houpelande";
4833;"mobilier";"fenêtre";
4834;"parure";"manche";
4835;"tête";"chaperon";
4836;"intérieur";"robe";
4837;"tête";"chaperon";
4838;"parure";"manche";
4839;"intérieur";"robe";
4840;"intérieur";"robe";
4841;"tête";"chaperon";
4842;"sous vêtement";"chausses";
4843;"intérieur";"robe";
4844;"tête";"chaperon";
4845;"parure";"gant";
4846;"sous vêtement";"pelisson";
4847;"intérieur";"robe";
4848;"intérieur";"robe";
4849;"intérieur";"robe";
4850;"sous vêtement";"chemise";
4851;"sous vêtement";"chemise";
4852;"intérieur";"robe";
4853;"parure";"manche";
4854;"tête";"chaperon";
4855;"sous vêtement";"drap linge";
4856;"intérieur";"robe";
4857;"broderie";;
4858;"extérieur";"houpelande";
4859;"sous vêtement";"chausses";
4860;"intérieur";"robe";
4861;"intérieur";"robe";"italienne"
4862;"sous vêtement";"chausses";
4863;"extérieur";"houpelande";
4864;"extérieur";"houpelande";
4865;"extérieur";"houpelande";
4866;"tête";"chaperon";
4867;"extérieur";"houpelande";
4868;"vêtement";"veste";"grand"
4869;"ajusté";"gipon";
4870;"vêtement";"veste";
4871;"vêtement";"veste";
4872;"vêtement";"veste";
4873;"vêtement";"veste";
4874;"intérieur";"robe";
4875;"vêtement";"veste";
4876;"vêtement";"veste";
4877;"vêtement";"veste";
4878;"intérieur";"robe";
4879;"extérieur";"houpelande";
4880;"intérieur";"robe";
4881;"intérieur";"robe";
4882;"vêtement";"veste";
4883;"extérieur";"houpelande";
4884;"extérieur";"houpelande";"long"
4885;"tête";"chaperon";"double"
4886;"autre";"emballage";
4887;"sous vêtement";"chausses";
4888;"parure";"freppe";
4889;"sous vêtement";"chausses";
